title,description,category,priority
Bathroom issue,The hostel common area is not being cleaned properly. This has been causing inconvenience at Academic Block.,Hostel,Medium
Result not updated,I need assistance regarding an academic issue. Students at Sports Complex are affected.,Academic,Low
Internet speed problem,The internet connection is unavailable.,IT / Wi-Fi,High
College bus issue,The transport timing is inconvenient.,Transport,Medium
Hostel room allocation issue,Water supply has been irregular in the hostel. I noticed this problem at Hostel C.,Hostel,Medium
Lab safety issue,The equipment required for the practical is not working.,Laboratory,Medium
Bus delay,There is a problem with the transport facility. The issue is at Main Gate.,Transport,Medium
Maintenance request,There is a plumbing problem that needs attention.,Maintenance,High
Missing bus service,The college bus arrived late today. The issue is at Academic Block.,Transport,Medium
Damaged facility,The area requires proper cleaning. This has been causing inconvenience at Hostel A.,Maintenance,Medium
Library computer issue,The required book is not available in the library. This has been causing inconvenience at Academic Block.,Library,Low
Student portal not working,Campus WiFi keeps disconnecting. I noticed this problem at Library.,IT / Wi-Fi,Low
Hostel room issue,A basic hostel facility is not working properly. The issue is at Laboratory Block.,Hostel,Medium
Lab safety issue,A computer in the laboratory is not functioning. Students at Computer Lab are affected.,Laboratory,Medium
Course registration problem,I am unable to submit my assignment through the portal.,Academic,High
Hostel facility problem,Water supply has been irregular in the hostel. The issue is at Hostel B.,Hostel,Low
Cleaning required,An electrical repair is required. The issue is at Hostel C.,Maintenance,High
Result not updated,My internal assessment marks appear to be incorrect. The issue is at Hostel B.,Academic,Low
Result not updated,My internal assessment marks appear to be incorrect. The issue is at Laboratory Block.,Academic,High
WiFi not working,The computer network is not accessible. This has been causing inconvenience at Laboratory Block.,IT / Wi-Fi,High
Hostel electricity problem,There is a problem with my hostel room.,Hostel,Medium
Internet connectivity problem,The internet connection is unavailable.,IT / Wi-Fi,High
Hostel cleanliness problem,I have an issue with my hostel room allocation.,Hostel,Medium
Library facility problem,The required reference book is unavailable. This has been causing inconvenience at Sports Complex.,Library,High
Building maintenance issue,Several chairs and desks are damaged. The issue is at Hostel A.,Infrastructure,Medium
Lab workstation problem,The laboratory requires maintenance.,Laboratory,Medium
Electrical infrastructure issue,There is a problem with the classroom facilities. I noticed this problem at Sports Complex.,Infrastructure,Medium
Library book unavailable,The library timing is causing difficulty for students. Students at Hostel A are affected.,Library,Low
Cleaning required,The lights in the room are not working. Students at Academic Block are affected.,Maintenance,Low
Book return issue,The required reference book is unavailable.,Library,High
Digital library issue,There are not enough seats available in the library. I noticed this problem at Laboratory Block.,Library,Medium
Hostel facility problem,There is a problem with my hostel room. Students at Computer Lab are affected.,Hostel,Low
Student portal not working,The computer network is not accessible. Students at Sports Complex are affected.,IT / Wi-Fi,Medium
Missing bus service,There is a problem with the transport facility. This has been causing inconvenience at Academic Block.,Transport,Medium
Course registration problem,My marks have not been updated on the student portal. I noticed this problem at Hostel B.,Academic,Low
Hostel room allocation issue,The bathroom facilities require attention. Students at Computer Lab are affected.,Hostel,Medium
Marks not updated,I am unable to submit my assignment through the portal. I noticed this problem at Academic Block.,Academic,Medium
Network connection problem,Campus WiFi keeps disconnecting.,IT / Wi-Fi,Medium
Building maintenance issue,The classroom infrastructure needs maintenance. I noticed this problem at Hostel C.,Infrastructure,Low
Exam schedule problem,My internal assessment marks appear to be incorrect. The issue is at Main Gate.,Academic,Medium
Network connection problem,The computer network is not accessible. I noticed this problem at Academic Block.,IT / Wi-Fi,Medium
Ceiling leakage,Some equipment in the classroom is damaged. Students at Hostel B are affected.,Infrastructure,Medium
Student portal not working,Internet speed is extremely slow. I noticed this problem at Library.,IT / Wi-Fi,High
WiFi not working,The student portal is not working properly. I noticed this problem at Campus.,IT / Wi-Fi,Medium
Book return issue,The required book is not available in the library. I noticed this problem at Main Gate.,Library,Medium
Transport timing problem,There is an issue with the current bus route.,Transport,Low
Ceiling leakage,The campus infrastructure needs attention.,Infrastructure,High
Campus infrastructure problem,The campus infrastructure needs attention. This has been causing inconvenience at Campus.,Infrastructure,High
Bus overcrowding,There is a problem with the transport facility.,Transport,Low
Student portal not working,The student portal is not working properly. Students at Computer Lab are affected.,IT / Wi-Fi,High
Network connection problem,Internet speed is extremely slow.,IT / Wi-Fi,Medium
Library seat problem,A computer in the library is not working. The issue is at Hostel C.,Library,Medium
Missing bus service,The transport timing is inconvenient. The issue is at Sports Complex.,Transport,High
Library facility problem,The required reference book is unavailable. This has been causing inconvenience at Computer Lab.,Library,High
Cleaning required,A campus facility is damaged and needs repair. I noticed this problem at Library.,Maintenance,High
Exam schedule problem,I need assistance regarding an academic issue. I noticed this problem at Academic Block.,Academic,Low
Library computer issue,There are not enough seats available in the library.,Library,Low
Lab safety issue,A computer in the laboratory is not functioning. The issue is at Hostel B.,Laboratory,Medium
Assignment submission issue,I am facing a problem while registering for my course. I noticed this problem at Academic Block.,Academic,Medium
Practical equipment damaged,There is a safety issue in the laboratory. Students at Sports Complex are affected.,Laboratory,Critical
Lab equipment problem,Practical equipment appears to be damaged. I noticed this problem at Main Building.,Laboratory,High
Water leakage,A campus facility is damaged and needs repair.,Maintenance,Medium
